,Time,pitch,yaw,roll,surge,heave,roll
110,36.666667,0.000000,2.000000,2.000000,1.000000,0.000000,2.000000
111,37.000000,0.000000,2.000000,2.000000,1.000000,0.000000,2.000000
112,37.333333,0.000000,2.000000,2.000000,1.000000,0.000000,2.000000
113,37.666667,0.000000,2.000000,2.000000,1.000000,0.000000,2.000000
114,38.000000,0.000000,0.000000,2.000000,1.000000,0.000000,2.000000
115,38.333333,0.000000,1.000000,2.000000,1.000000,0.000000,2.000000
116,38.666667,0.000000,1.000000,2.000000,1.000000,0.000000,2.000000
117,39.000000,0.000000,1.000000,2.000000,1.000000,0.000000,2.000000
118,39.333333,0.000000,1.000000,2.000000,1.000000,0.000000,2.000000
119,39.666667,0.000000,1.000000,2.000000,1.000000,0.000000,2.000000
120,40.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
121,40.333333,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000
122,40.666667,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000
123,41.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000
124,41.333333,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000
125,41.666667,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000
126,42.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000
127,42.333333,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000
128,42.666667,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000
129,43.000000,0.000000,0.000000,1.000000,2.000000,0.000000,1.000000
130,43.333333,0.000000,2.000000,1.000000,2.000000,0.000000,1.000000
131,43.666667,0.000000,2.000000,1.000000,2.000000,0.000000,1.000000
132,44.000000,0.000000,2.000000,1.000000,2.000000,0.000000,1.000000
133,44.333333,0.000000,2.000000,1.000000,2.000000,0.000000,1.000000
134,44.666667,0.000000,2.000000,0.000000,2.000000,0.000000,0.000000
135,45.000000,0.000000,2.000000,2.000000,2.000000,0.000000,2.000000
136,45.333333,0.000000,2.000000,2.000000,2.000000,0.000000,2.000000
137,45.666667,0.000000,2.000000,2.000000,2.000000,0.000000,2.000000
138,46.000000,0.000000,2.000000,2.000000,2.000000,0.000000,2.000000
139,46.333333,0.000000,2.000000,2.000000,2.000000,0.000000,2.000000
140,46.666667,0.000000,2.000000,2.000000,2.000000,0.000000,2.000000
141,47.000000,0.000000,2.000000,2.000000,2.000000,0.000000,2.000000
142,47.333333,0.000000,2.000000,2.000000,2.000000,0.000000,2.000000
143,47.666667,0.000000,2.000000,2.000000,2.000000,0.000000,2.000000
144,48.000000,0.000000,0.000000,2.000000,2.000000,0.000000,2.000000
145,48.333333,0.000000,1.000000,2.000000,2.000000,0.000000,2.000000
146,48.666667,0.000000,1.000000,2.000000,2.000000,0.000000,2.000000
147,49.000000,0.000000,1.000000,2.000000,2.000000,0.000000,2.000000
148,49.333333,0.000000,1.000000,0.000000,2.000000,0.000000,0.000000
149,49.666667,0.000000,1.000000,1.000000,2.000000,0.000000,1.000000
150,50.000000,0.000000,1.000000,1.000000,2.000000,0.000000,1.000000
151,50.333333,0.000000,1.000000,1.000000,2.000000,0.000000,1.000000
152,50.666667,0.000000,1.000000,1.000000,2.000000,0.000000,1.000000
153,51.000000,0.000000,1.000000,1.000000,2.000000,0.000000,1.000000
154,51.333333,0.000000,1.000000,1.000000,2.000000,0.000000,1.000000
155,51.666667,0.000000,1.000000,1.000000,2.000000,0.000000,1.000000
156,52.000000,0.000000,1.000000,1.000000,2.000000,0.000000,1.000000
157,52.333333,0.000000,1.000000,1.000000,2.000000,0.000000,1.000000
158,52.666667,0.000000,1.000000,1.000000,2.000000,0.000000,1.000000
159,53.000000,0.000000,1.000000,1.000000,2.000000,0.000000,1.000000
160,53.333333,0.000000,2.000000,1.000000,2.000000,0.000000,1.000000
161,53.666667,0.000000,2.000000,1.000000,2.000000,0.000000,1.000000
162,54.000000,0.000000,2.000000,0.000000,2.000000,0.000000,0.000000
163,54.333333,0.000000,2.000000,2.000000,2.000000,0.000000,2.000000
164,54.666667,0.000000,2.000000,2.000000,2.000000,0.000000,2.000000
165,55.000000,0.000000,2.000000,2.000000,2.000000,0.000000,2.000000
166,55.333333,0.000000,2.000000,2.000000,2.000000,0.000000,2.000000
167,55.666667,0.000000,2.000000,2.000000,2.000000,0.000000,2.000000
168,56.000000,0.000000,2.000000,2.000000,2.000000,0.000000,2.000000
169,56.333333,0.000000,2.000000,2.000000,2.000000,0.000000,2.000000
170,56.666667,0.000000,2.000000,2.000000,2.000000,0.000000,2.000000
171,57.000000,0.000000,2.000000,2.000000,2.000000,0.000000,2.000000
172,57.333333,0.000000,2.000000,2.000000,2.000000,0.000000,2.000000
173,57.666667,0.000000,2.000000,2.000000,2.000000,0.000000,2.000000
174,58.000000,0.000000,2.000000,2.000000,1.000000,0.000000,2.000000
175,58.333333,0.000000,1.000000,2.000000,1.000000,0.000000,2.000000
176,58.666667,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
177,59.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000
178,59.333333,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000
179,59.666667,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000
180,60.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000
